번호,학과명,대출일자,입학년도,서명,출판년도,저자,출판사,청구기호
AJ1100876,경제학전공,20130611,2007,회계학원론,2009,김호중,창민사,657 김95회5
AJ1104420,사학전공,20120530,2010,회계학원론,2009,김호중,창민사,657 김95회4
AJ1105129,경제학전공,20110331,2010,회계학원론,2006,김호중,창민사,657 김95회
AJ1105514,경제학전공,20110331,2010,회계학원론,2006,김호중,창민사,657 김95회
AJ1109780,사학전공,20140424,2014,천 번을 흔들려야 어른이 된다,2012,김난도,오우아,650.19842 김192천
AJ1110120,정치외교학전공,20140425,2014,천 번을 흔들려야 어른이 된다,2012,김난도,오우아,650.19842 김192천
AJ1104106,정치외교학전공,20140806,2010,천 번을 흔들려야 어른이 된다,2012,김난도,오우아,650.19842 김192천
AJ1106928,심리학전공,20130703,2012,천 번을 흔들려야 어른이 된다,2012,김난도,오우아,650.19842 김192천
AJ1105038,경제학전공,20130322,2010,천 번을 흔들려야 어른이 된다,2012,김난도,오우아,650.19842 김192천
AJ1100188,법학전공,20140430,2005,(잡코리아와 함께하는 실전 면접에 강한) 면접질문 202제,2009,황선길,제우미디어,650.144 황54면
AJ1100153,경제학전공,20141212,2005,(잡코리아와 함께하는 실전 면접에 강한) 면접질문 202제,2009,황선길,제우미디어,650.144 황54면
AJ1100188,법학전공,20140319,2005,(뽑고 싶어 안달 나게 하는) 면접답변법,2011,김세준,나비의 활주로,650.144 김54면2
AJ1100058,경제학전공,20141102,2004,(뽑고 싶어 안달 나게 하는) 면접답변법,2011,김세준,나비의 활주로,650.144 김54면2
AJ1103373,경제학전공,20131117,2009,(뽑고 싶어 안달 나게 하는) 면접답변법,2011,김세준,나비의 활주로,650.144 김54면2
AJ1110120,정치외교학전공,20141104,2014,기적의 자소서 합격 사례 30,2013,조민혁,조선에듀케이션,650.142 조38기합
AJ1104166,정치외교학전공,20141030,2010,뽑히는 자기소개서,2011,신길자,서울문화사,650.142 뽑98신
AJ1104667,심리학전공,20140516,2010,뽑히는 자기소개서,2011,신길자,서울문화사,650.142 뽑98신
AJ1108296,행정학전공,20130430,2011,뽑히는 자기소개서,2011,신길자,서울문화사,650.142 뽑98신
AJ1110120,정치외교학전공,20141104,2014,(남의 것을 훔쳐보며 터득하는) 자기소개서 비법노트,2012,김세준,북마에스트로,650.142 김54자
AJ1102352,법학전공,20130527,2008,(남의 것을 훔쳐보며 터득하는) 자기소개서 비법노트,2012,김세준,북마에스트로,650.142 김54자
AJ1108296,행정학전공,20130430,2011,(남의 것을 훔쳐보며 터득하는) 자기소개서 비법노트,2012,김세준,북마에스트로,650.142 김54자
AJ1110120,정치외교학전공,20141104,2014,대기업 합격 자기소개서 사례 및 해설집,2012,김세준,북마에스트로,650.142 김54대
AJ1105129,경제학전공,20141006,2010,대기업 합격 자기소개서 사례 및 해설집,2012,김세준,북마에스트로,650.142 김54대
AJ1103280,경제학전공,20130320,2009,졸업 전에 취업하라,2012,박천웅,북이십일 21세기북스,650.14 박83졸
AJ1110120,정치외교학전공,20140425,2014,아프니까 청춘이다,2010,김난도,쌤앤파커스,650.10842 김192아
AJ1109780,사학전공,20140414,2014,아프니까 청춘이다,2010,김난도,쌤앤파커스,650.10842 김192아
AJ1109743,사학전공,20140519,2014,아프니까 청춘이다,2010,김난도,쌤앤파커스,650.10842 김192아
AJ1107259,심리학전공,20140203,2012,아프니까 청춘이다,2010,김난도,쌤앤파커스,650.10842 김192아
AJ1109265,경제학전공,20130701,2013,아프니까 청춘이다,2010,김난도,쌤앤파커스,650.10842 김192아
AJ1102170,사회학전공,20121112,2008,아프니까 청춘이다,2010,김난도,쌤앤파커스,650.10842 김192아
AJ1106983,경제학전공,20120906,2012,아프니까 청춘이다,2010,김난도,쌤앤파커스,650.10842 김192아
AJ1103071,경제학전공,20111118,2009,아프니까 청춘이다,2010,김난도,쌤앤파커스,650.10842 김192아
AJ1102823,경제학전공,20110704,2009,아프니까 청춘이다,2010,김난도,쌤앤파커스,650.10842 김192아
AJ1110120,정치외교학전공,20140425,2014,(김난도의) 내:일,2013,김난도,오우아,650.10842 김192내
AJ1107612,경제학전공,20140429,2010,(김난도의) 내:일,2013,김난도,오우아,650.10842 김192내
AJ1109958,사회학전공,20150106,2014,독서 천재가 된 홍 대리,2011,이지성,다산북스,650.1 이78독
AJ1101548,경제학전공,20120117,2008,독서 천재가 된 홍 대리,2011,이지성,다산북스,650.1 이78독
AJ1106094,경제학전공,20120913,2011,실행이 답이다,2011,이민규,더난,650.1 이38실
AJ1110120,정치외교학전공,20140425,2014,내게 스무 살이 다시 온다면,2011,이남미,밸류앤북스,650.1 이192내
AJ1101761,법학전공,20120206,2008,내게 스무 살이 다시 온다면,2011,이남미,밸류앤북스,650.1 이192내
AJ1109883,행정학전공,20140611,2014,(유수연의) 독설,2012,유수연,위즈덤하우스,650.1 유56독
AJ1103981,심리학전공,20140713,2010,(시골의사 박경철의) 자기혁명,2011,박경철,웅진씽크빅,650.1 박14자
AJ1105439,행정학전공,20120525,2010,(시골의사 박경철의) 자기혁명,2011,박경철,웅진씽크빅,650.1 박14자
AJ1109472,심리학전공,20140731,2013,지혜의 심리학,2013,김경일,진성북스,650.1 김14지진
AJ1106979,심리학전공,20141218,2012,지혜의 심리학,2013,김경일,진성북스,650.1 김14지진
AJ1102005,심리학전공,20140109,2008,지혜의 심리학,2013,김경일,진성북스,650.1 김14지진
AJ1100181,법학전공,20131202,2005,마시멜로 이야기,2005,"Posada, Joachim de",한국경제신문,650.1 P855dK정
AJ1106976,심리학전공,20120422,2012,마시멜로 이야기,2005,"Posada, Joachim de",한국경제신문,650.1 P855dK정
AJ1106976,심리학전공,20120422,2012,마시멜로 두 번째 이야기,2007,"Posada, Joachim de",한국경제신문사,650.1 P855dK공 v.2
AJ1103467,심리학전공,20141006,2009,아웃라이어,2009,"Gladwell, Malcolm",김영사,650.1 G543oK노
AJ1100091,법학전공,20110613,2004,아웃라이어,2009,"Gladwell, Malcolm",김영사,650.1 G543oK노
AJ1102138,법학전공,20120619,2008,폐수처리공학,2004,Metcalf & Eddy,東和技術,628.3 M588w4K고
AJ1107162,사학전공,20121012,2010,디지털 디자인,2007,"Mano, M. Morris",피어슨에듀케이션코리아,621.395 M285d4K김
AJ1102120,법학전공,20140523,2008,(기초부터 응용까지) Verilog HDL,2006,차영배,다다미디어,621.392 차64V
AJ1102120,법학전공,20140321,2008,Electric circuits,2011,"Nilsson, James William",Pearson/Prentice Hall,621.3192 N712e9
AJ1101560,법학전공,20141110,2008,회로이론,2001,"Alexander, Charles K",McGRAW-HILL KOREA,621.3192 A434fK김
AJ1108288,경제학전공,20140119,2011,재료역학,2011,"Gere, James M",센게이지러닝코리아,620.1123 G367m7K박
AJ1104817,심리학전공,20140530,2010,나는 사랑의 처형자가 되기 싫다,2001,"Yalom, Irvin D",시그마프레스,616.8914 Y19LK최
AJ1106979,심리학전공,20150202,2012,나는 사랑의 처형자가 되기 싫다,2001,"Yalom, Irvin D",시그마프레스,616.8914 Y19LK최
AJ1100549,심리학전공,20130306,2006,나는 사랑의 처형자가 되기 싫다,2001,"Yalom, Irvin D",시그마프레스,616.8914 Y19LK최
AJ1100647,심리학전공,20121120,2007,나는 사랑의 처형자가 되기 싫다,2001,"Yalom, Irvin D",시그마프레스,616.8914 Y19LK최
AJ1105508,심리학전공,20120916,2010,나는 사랑의 처형자가 되기 싫다,2001,"Yalom, Irvin D",시그마프레스,616.8914 Y19LK최
AJ1105516,심리학전공,20120118,2010,나는 사랑의 처형자가 되기 싫다,2001,"Yalom, Irvin D",시그마프레스,616.8914 Y19LK최
AJ1102640,심리학전공,20110609,2009,나는 사랑의 처형자가 되기 싫다,2001,"Yalom, Irvin D",시그마프레스,616.8914 Y19LK최
AJ1105862,심리학전공,20141015,2011,임상심리학,2011,"Trull, Timothy J",센게이지러닝코리아,616.89 T866c7수K권
AJ1107262,행정학전공,20131211,2012,임상심리학,2011,"Trull, Timothy J",센게이지러닝코리아,616.89 T866c7수K권
AJ1109360,심리학전공,20140728,2013,임상심리학,2008,"Trull, Timothy J",시그마프레스,616.89 T866c7K권
AJ1109323,심리학전공,20141216,2013,임상심리학,2008,"Trull, Timothy J",시그마프레스,616.89 T866c7K권
AJ1109671,심리학전공,20141209,2013,임상심리학,2008,"Trull, Timothy J",시그마프레스,616.89 T866c7K권
AJ1107428,심리학전공,20130902,2010,임상심리학,2008,"Trull, Timothy J",시그마프레스,616.89 T866c7K권
AJ1109986,사회학전공,20140927,2014,육식의 종말,2002,"Rifkin, Jeremy",시공사,613.26 R564bK신
AJ1107762,경제학전공,20140617,2012,생리심리학,2008,"Carlson, Neil R",박학사,612.82 C284f7K정
AJ1102093,경제학전공,20141218,2008,생리심리학,2008,"Carlson, Neil R",박학사,612.82 C284f7K정
AJ1107555,심리학전공,20130326,2012,생리심리학,2008,"Carlson, Neil R",박학사,612.82 C284f7K정
AJ1107028,심리학전공,20130312,2012,생리심리학,2008,"Carlson, Neil R",박학사,612.82 C284f7K정
AJ1101863,심리학전공,20121017,2008,생리심리학,2008,"Carlson, Neil R",박학사,612.82 C284f7K정
AJ1102640,심리학전공,20110617,2009,생리심리학,2008,"Carlson, Neil R",박학사,612.82 C284f7K정
AJ1109806,사학전공,20140527,2014,생각하지 않는 사람들,2011,"Carr, Nicholas G",청림,612.80285 C312sK최
AJ1104567,경제학전공,20130927,2010,생각하지 않는 사람들,2011,"Carr, Nicholas G",청림,612.80285 C312sK최
AJ1106929,경제학전공,20121116,2012,생각하지 않는 사람들,2011,"Carr, Nicholas G",청림,612.80285 C312sK최
AJ1108358,사회학전공,20141007,2011,감각과 지각,2007,"Goldstein, E. Bruce",시그마프레스,612.8 G624s7K김
AJ1109424,경제학전공,20141127,2013,감각과 지각,2007,"Goldstein, E. Bruce",시그마프레스,612.8 G624s7K김
AJ1103530,심리학전공,20131209,2009,감각과 지각,2007,"Goldstein, E. Bruce",시그마프레스,612.8 G624s7K김
AJ1105819,심리학전공,20120913,2011,감각과 지각,2007,"Goldstein, E. Bruce",시그마프레스,612.8 G624s7K김
AJ1109470,심리학전공,20130902,2013,(시골의사의) 아름다운 동행,2005,박경철,리더스북,610.92 박14아
AJ1105014,심리학전공,20120514,2011,(시골의사의) 아름다운 동행,2005,박경철,리더스북,610.92 박14아
AJ1106983,경제학전공,20120314,2012,(시골의사의) 아름다운 동행,2005,박경철,리더스북,610.92 박14아
AJ1103667,경제학전공,20110401,2009,(시골의사의) 아름다운 동행,2005,박경철,리더스북,610.92 박14아
AJ1101756,법학전공,20150201,2008,이기적 유전자,2010,"Dawkins, Richard",을유문화사,576.5 D271sK홍전개
AJ1102209,경제학전공,20130616,2008,이기적 유전자,2010,"Dawkins, Richard",을유문화사,576.5 D271sK홍전개
AJ1105819,심리학전공,20131018,2011,분자생물학,1999,"Malacinski, George M",월드사이언스,574.88 M236분K심
AJ1109853,행정학전공,20140314,2014,이기적 유전자,2006,"Dawkins, Richard",을유문화사,574.87322 D271sK홍을
AJ1110932,경제학전공,20140703,2012,이기적 유전자,2006,"Dawkins, Richard",을유문화사,574.87322 D271sK홍을
AJ1100551,경제학전공,20131125,2006,이기적 유전자,2006,"Dawkins, Richard",을유문화사,574.87322 D271sK홍을
AJ1100680,경제학전공,20111011,2008,이기적 유전자,1993,"Dawkins, Richard",을유문화사,574.87322 D271SK홍개
AJ1106091,심리학전공,20110405,2011,생화학,2004,윤교희,효일,574.192 윤15생
AJ1108843,심리학전공,20130909,2013,(Stryer 핵심) 생화학,2010,"Tymoczko, John L",이퍼블릭,574.1 T986bK유
AJ1105906,경제학전공,20140410,2011,분자생물학,2008,"Weaver, Robert Franklin",라이프사이언스,572.8 W363m4K최
AJ1103667,경제학전공,20111123,2009,(Stryer) 생화학,2007,"Berg, Jeremy M",E*PUBLIC,572 B493b6K박
AJ1105436,경제학전공,20130902,2010,일반생물학실험,2012,남석현,범문에듀케이션,570.724 남54일
AJ1105436,경제학전공,20130902,2010,생명의 원리,2012,"Hillis, David M",라이프사이언스,570 P957pK강
AJ1109386,경제학전공,20130530,2013,최신분석화학,2004,"Harris, Daniel C",자유아카데미,545 H313e2K김
AJ1105436,경제학전공,20130904,2010,(레이먼드 창의) 일반화학,2010,"Chang, Raymond",사이플러스,540 C456c10K화
AJ1107034,경제학전공,20140701,2012,대학 물리학,2003,"Young, Hugh D",북스힐,530 Y72u10K대
AJ1110100,심리학전공,20141128,2014,사회통계학,2007,"Knoke, David",博英社,519.50243 K72s4K장
AJ1105909,행정학전공,20130904,2011,사회통계학,2007,"Knoke, David",博英社,519.50243 K72s4K장
AJ1109293,사회학전공,20130610,2013,사회통계학,2007,"Knoke, David",博英社,519.50243 K72s4K장
AJ1101617,경제학전공,20121226,2008,사회통계학,2007,"Knoke, David",博英社,519.50243 K72s4K장
AJ1100876,경제학전공,20120608,2007,사회통계학,2007,"Knoke, David",博英社,519.50243 K72s4K장
AJ1103667,경제학전공,20120305,2009,사회통계학,2007,"Knoke, David",博英社,519.50243 K72s4K장
AJ1103920,심리학전공,20110405,2010,사회통계학,2007,"Knoke, David",博英社,519.50243 K72s4K장
AJ1109265,경제학전공,20130614,2013,통계학,2007,홍찬식,지인북스,519.5 홍82통
AJ1102617,경제학전공,20130417,2009,수리통계학,2011,허문열,博英社,519.5 허36수4개
AJ1109439,경제학전공,20130417,2013,통계학,2003,구자용,자유아카데미,519.5 통14구개
AJ1101861,경제학전공,20121122,2008,경영통계학,2002,양훈모 공저,한올,519.5 양96경통
AJ1103012,경제학전공,20111113,2009,수리통계학,2005,박진호,자유아카데미,519.5 박78수
AJ1110093,경제학전공,20141216,2014,현대통계학,2010,박정식,다산,519.5 박74현5
AJ1105337,경제학전공,20131210,2010,현대통계학,2010,박정식,다산,519.5 박74현5
AJ1103273,경제학전공,20131127,2009,통계학,2010,류근관,法文社,519.5 류17통2
AJ1109386,경제학전공,20131001,2013,통계학,2010,류근관,法文社,519.5 류17통2
AJ1101687,경제학전공,20130408,2008,통계학,2010,류근관,法文社,519.5 류17통2
AJ1106007,경제학전공,20141202,2011,통계학,2007,류근관,법문사,519.5 류17통
AJ1105570,경제학전공,20131122,2010,통계학,2007,류근관,법문사,519.5 류17통
AJ1105904,심리학전공,20131029,2011,통계학,2007,류근관,법문사,519.5 류17통
AJ1104873,심리학전공,20121009,2010,통계학,2007,류근관,법문사,519.5 류17통
AJ1101207,경제학전공,20110817,2007,통계학,2007,류근관,법문사,519.5 류17통
AJ1100052,경제학전공,20110406,2004,통계학,2007,류근관,법문사,519.5 류17통
AJ1105038,경제학전공,20141205,2010,통계학,1997,김희탁,法文社,519.5 김978통
AJ1108288,경제학전공,20130616,2011,통계학,1997,김희탁,法文社,519.5 김978통
AJ1107612,경제학전공,20120604,2010,통계학,1997,김희탁,法文社,519.5 김978통
AJ1105570,경제학전공,20131120,2010,수리통계학,2008,김홍준,시그마프레스,519.5 김95수수
AJ1108288,경제학전공,20140721,2011,수리통계학,2012,김우철,민영사,519.5 김66수
AJ1101266,경제학전공,20131128,2007,수리통계학,2012,김우철,민영사,519.5 김66수
AJ1103373,경제학전공,20130610,2009,게임이론,2001,"Stahl, Saul",경문사,519.3 S781gK박
AJ1102686,경제학전공,20140618,2009,게임이론,2008,"McCain, Roger A",시그마프레스,519.3 M478gK이
AJ1103281,경제학전공,20140327,2009,게임이론,2008,"McCain, Roger A",시그마프레스,519.3 M478gK이
AJ1104567,경제학전공,20140527,2010,게임이론,2008,"McCain, Roger A",시그마프레스,519.3 M478gK이
AJ1103633,경제학전공,20140520,2009,게임이론,2008,"McCain, Roger A",시그마프레스,519.3 M478gK이
AJ1102209,경제학전공,20130610,2008,게임이론,2008,"McCain, Roger A",시그마프레스,519.3 M478gK이
AJ1101669,행정학전공,20130604,2008,게임이론,2008,"McCain, Roger A",시그마프레스,519.3 M478gK이
AJ1105334,경제학전공,20120607,2010,게임이론,2008,"McCain, Roger A",시그마프레스,519.3 M478gK이
AJ1107012,경제학전공,20120614,2012,Calculus,2003,"Stewart, James 1941-",Thomson/Brooks/Cole,515.15 S849c5
AJ1102823,경제학전공,20120705,2009,Calculus,2008,"Stewart, James",Thomson Brooks/Cole,515 S849c6
AJ1105556,심리학전공,20141110,2010,이산수학,2009,"Kolman, Bernard",교보문고,510.285 K81d6K김
AJ1106004,경제학전공,20141007,2011,이산수학,2006,"Kolman, Bernard",한산,510.285 K81d5K김
AJ1104567,경제학전공,20131228,2010,이산수학,2005,"Johnsonbaugh, Richard",피어슨에듀케이션코리아,510.285 J71d6K강
AJ1107544,경제학전공,20130528,2012,과학사총설,2007,오진곤,전파과학사,509 오78과중
AJ1101572,법학전공,20121205,2008,과학사총설,2007,오진곤,전파과학사,509 오78과중
AJ1106094,경제학전공,20121004,2011,과학사총설,2007,오진곤,전파과학사,509 오78과중
AJ1103071,경제학전공,20130703,2009,과학사신론,1999,김영식,다산출판사,509 김64과신
AJ1103727,경제학전공,20130623,2010,과학사신론,1999,김영식,다산출판사,509 김64과신
AJ1103274,정치외교학전공,20131212,2009,과학사신론,2007,김영식,다산,509 김64과2
AJ1102265,법학전공,20130630,2008,과학사신론,2007,김영식,다산,509 김64과2
AJ1101342,사학전공,20120420,2007,과학사신론,2007,김영식,다산,509 김64과2
AJ1105439,행정학전공,20120511,2010,(정재승의) 과학 콘서트,2011,정재승,어크로스,502 정73과개증
AJ1107018,경제학전공,20120820,2012,(정재승의) 과학 콘서트,2011,정재승,어크로스,502 정73과개증
AJ1103375,경제학전공,20141217,2009,과학혁명의 구조,2004,"Kuhn, Thomas S",까치,501 K96sK김개까
AJ1105864,심리학전공,20141120,2011,과학혁명의 구조,2004,"Kuhn, Thomas S",까치,501 K96sK김개까
AJ1100716,정치외교학전공,20110830,2006,과학혁명의 구조,1993,"Kuhn, Thomas S",동아출판사,501 K96SK김
AJ1105508,심리학전공,20141014,2010,서양과학사상사,2013,"Henry, John",책과함께,501 H522sK노
AJ1109851,경제학전공,20140325,2014,서양과학사상사,2013,"Henry, John",책과함께,501 H522sK노
AJ1104837,심리학전공,20150217,2010,Hello! OPIc,2008,신예나,크레듀,428.24 신64h
AJ1100117,경제학전공,20121025,2005,Hello! OPIc,2008,신예나,크레듀,428.24 신64h
AJ1103373,경제학전공,20140307,2009,Hello! OPIc,2007,신동일,크레듀,428.24 신25h
AJ1101761,법학전공,20140704,2008,해커스 토익 실전 1000제,2011,해커스 어학연구소,해커스 어학연구소,428.076 해874해
AJ1102285,법학전공,20130506,2008,해커스 토익 실전 1000제,2011,해커스 어학연구소,해커스 어학연구소,428.076 해874해
AJ1107612,경제학전공,20130129,2010,해커스 토익 실전 1000제,2011,해커스 어학연구소,해커스 어학연구소,428.076 해874해
AJ1100680,경제학전공,20130708,2008,토마토 TOEIC speaking trainer,2012,이보영,능률교육,428 이45토스
AJ1107612,경제학전공,20130217,2010,해커스 토익,2011,"Cho, David",해커스어학연구소,428 C545해토증
AJ1100364,법학전공,20141112,2006,해커스 토익 보카,2006,"Cho, David",해커스어학연구소,428 C545해토
AJ1105504,정치외교학전공,20140526,2010,(New) Top Japanese,2003,三木壽壽惠,시사일본어사,413.8 T673삼개
AJ1100954,심리학전공,20120410,2007,(New) Top Japanese,2003,三木壽壽惠,시사일본어사,413.8 T673삼개
AJ1105336,심리학전공,20110405,2010,(New) Top Japanese,2007,삼목수수혜,시사일본어사,413.8 T673삼2개
AJ1104567,경제학전공,20140116,2010,나쁜 사마리아인들,2007,"Chang, Ha-Joon",부키,382.71 C456bK장
AJ1100842,법학전공,20131230,2007,나쁜 사마리아인들,2007,"Chang, Ha-Joon",부키,382.71 C456bK장
AJ1101266,경제학전공,20131030,2007,나쁜 사마리아인들,2007,"Chang, Ha-Joon",부키,382.71 C456bK장
AJ1104576,경제학전공,20120904,2010,나쁜 사마리아인들,2007,"Chang, Ha-Joon",부키,382.71 C456bK장
AJ1100334,경제학전공,20120517,2006,나쁜 사마리아인들,2007,"Chang, Ha-Joon",부키,382.71 C456bK장
AJ1105439,행정학전공,20111129,2010,나쁜 사마리아인들,2007,"Chang, Ha-Joon",부키,382.71 C456bK장
AJ1109222,사학전공,20140213,2013,모리와 함께한 화요일,1998,"Albom, Mitch",세종서적,378.12092 A339tK공
AJ1109417,사회학전공,20140619,2013,왜 세계의 절반은 굶주리는가?,2007,"Zigler, Jeon",갈라파고스,363.8 Z68fK유
AJ1100388,법학전공,20130705,2006,왜 세계의 절반은 굶주리는가?,2007,"Zigler, Jeon",갈라파고스,363.8 Z68fK유
AJ1103959,심리학전공,20110905,2010,왜 세계의 절반은 굶주리는가?,2007,"Zigler, Jeon",갈라파고스,363.8 Z68fK유
AJ1109782,사학전공,20140811,2014,침묵의 봄,2011,"Carson, Rachel",에코리브르,363.7384 C321srK김
AJ1110939,사회학전공,20141015,2012,침묵의 봄,2011,"Carson, Rachel",에코리브르,363.7384 C321srK김
AJ1109806,사학전공,20140516,2014,침묵의 봄,2011,"Carson, Rachel",에코리브르,363.7384 C321srK김
AJ1109986,사회학전공,20140927,2014,침묵의 봄,2002,"Carson, Rachel",에코리브르,363.7384 C321sK김
AJ1105025,심리학전공,20131224,2010,침묵의 봄,2002,"Carson, Rachel",에코리브르,363.7384 C321sK김
AJ1107280,심리학전공,20130628,2012,한국의 연쇄살인,2005,표창원,랜덤하우스중앙,363.1523 표82한
AJ1109472,심리학전공,20130521,2013,한국의 연쇄살인,2005,표창원,랜덤하우스중앙,363.1523 표82한
AJ1107290,행정학전공,20120925,2012,한국의 연쇄살인,2005,표창원,랜덤하우스중앙,363.1523 표82한
AJ1105128,심리학전공,20120702,2010,한국의 연쇄살인,2005,표창원,랜덤하우스중앙,363.1523 표82한
AJ1100840,심리학전공,20120828,2007,한국의 연쇄살인,2005,표창원,랜덤하우스중앙,363.1523 표82한
AJ1106800,심리학전공,20110511,2011,한국의 연쇄살인,2005,표창원,랜덤하우스중앙,363.1523 표82한
AJ1107280,심리학전공,20140609,2012,(한국인의) 법과 생활,2011,법무부. 범죄예방정책국.법교육팀,법무부 범죄예방정책국 법교육팀,340 법36법개2013
AJ1107988,심리학전공,20140526,2012,(한국인의) 법과 생활,2011,법무부. 범죄예방정책국.법교육팀,법무부 범죄예방정책국 법교육팀,340 법36법개2013
AJ1106008,심리학전공,20140307,2011,(한국인의) 법과 생활,2011,법무부. 범죄예방정책국.법교육팀,법무부 범죄예방정책국 법교육팀,340 법36법개2013
AJ1102679,경제학전공,20130903,2009,(한국인의) 법과 생활,2011,법무부. 범죄예방정책국.법교육팀,법무부 범죄예방정책국 법교육팀,340 법36법개2013
AJ1101617,경제학전공,20110414,2008,(한국인의) 법과 생활,2008,법무부 보호국법문화진흥팀,법무부,340 법36법개2008
AJ1101266,경제학전공,20111014,2007,경제학연습,2005,정병열,우리경영아카데미,339.076 정44경거3
AJ1100052,경제학전공,20110418,2004,경제학연습,2005,정병열,우리경영아카데미,339.076 정44경거3
AJ1101012,행정학전공,20121011,2007,맨큐의 경제학 연습문제풀이,2001,"Mankiw, N. Gregory",교보문고,339.076 M278pK김개
AJ1102475,경제학전공,20121013,2009,맨큐의 경제학 연습문제풀이,2001,"Mankiw, N. Gregory",교보문고,339.076 M278pK김개
AJ1101768,심리학전공,20120416,2008,맨큐의 경제학 연습문제풀이,2001,"Mankiw, N. Gregory",교보문고,339.076 M278pK김개
AJ1101658,심리학전공,20130416,2008,맨큐의 경제학,2005,"Mankiw, N. Gregory",교보문고,339.076 M278p3K김
AJ1102475,경제학전공,20121130,2009,맨큐의 경제학,2005,"Mankiw, N. Gregory",교보문고,339.076 M278p3K김
AJ1106923,경제학전공,20120407,2012,맨큐의 경제학,2005,"Mankiw, N. Gregory",교보문고,339.076 M278p3K김
AJ1104238,경제학전공,20111212,2009,거시경제학,2007,주상영,다산,339 주52거
AJ1107612,경제학전공,20130524,2010,거시경제학,2012,조장옥,弘文社,339 조72거2
AJ1105442,경제학전공,20141119,2010,거시경제론,2010,정운찬,율곡,339 정66거9
AJ1106926,경제학전공,20140410,2012,거시경제론,2010,정운찬,율곡,339 정66거9
AJ1108288,경제학전공,20140304,2011,거시경제론,2010,정운찬,율곡,339 정66거9
AJ1109386,경제학전공,20141016,2013,거시경제론,2010,정운찬,율곡,339 정66거9
AJ1100711,경제학전공,20140327,2006,거시경제론,2010,정운찬,율곡,339 정66거9
AJ1105952,경제학전공,20141018,2011,거시경제론,2010,정운찬,율곡,339 정66거9
AJ1103414,경제학전공,20130921,2009,거시경제론,2010,정운찬,율곡,339 정66거9
AJ1100116,심리학전공,20130705,2005,거시경제론,2010,정운찬,율곡,339 정66거9
AJ1106923,경제학전공,20120829,2012,거시경제론,2010,정운찬,율곡,339 정66거9
AJ1102446,경제학전공,20121017,2009,거시경제론,2007,정운찬,율곡,339 정66거8
AJ1102093,경제학전공,20121011,2008,거시경제론,2007,정운찬,율곡,339 정66거8
AJ1103078,정치외교학전공,20120320,2009,거시경제론,2007,정운찬,율곡,339 정66거8
AJ1103071,경제학전공,20110919,2009,거시경제론,2007,정운찬,율곡,339 정66거8
AJ1105436,경제학전공,20140514,2010,거시경제론,2012,정운찬,율곡,339 정66거10
AJ1106005,경제학전공,20141016,2011,거시경제학,2011,이종화,博英社,339 이75거수
AJ1103302,행정학전공,20130403,2009,거시경제학,2008,김경수,博英社,339 김14거3
AJ1103527,행정학전공,20130325,2009,거시경제학,2008,김경수,博英社,339 김14거3
AJ1108288,경제학전공,20130903,2011,Macroeconomics,2011,"Williamson, Stephen D",Addison-Wesley,339 W732m4
AJ1100711,경제학전공,20140327,2006,Macroeconomics,2007,"Williamson, Stephen D",Pearson/Addison Wesley,339 W732m3
AJ1105816,경제학전공,20120911,2011,Macroeconomics,2007,"Williamson, Stephen D",Pearson/Addison Wesley,339 W732m3
AJ1101012,행정학전공,20121011,2007,맨큐의 경제학,1999,"Mankiw, N. Gregory",교보문고,339 M278pK김개
AJ1106194,경제학전공,20111208,2011,맨큐의 경제학,1999,"Mankiw, N. Gregory",교보문고,339 M278pK김
AJ1101642,경제학전공,20111012,2008,맨큐의 경제학,1999,"Mankiw, N. Gregory",교보문고,339 M278pK김
AJ1109836,경제학전공,20140609,2014,맨큐의 경제학,1999,"Mankiw, N. Gregory",교보문고,339 M278p3K김
AJ1102352,법학전공,20110329,2008,맨큐의 경제학,1999,"Mankiw, N. Gregory",교보문고,339 M278p3K김
AJ1102156,경제학전공,20130611,2008,Macroeconomics,2013,"Mankiw, N. Gregory",Worth Publishers,339 M278m8
AJ1102500,사학전공,20141016,2009,거시경제학,2010,"Mankiw, N. Gregory",시그마프레스,339 M278m7K이
AJ1107640,경제학전공,20140502,2012,거시경제학,2010,"Mankiw, N. Gregory",시그마프레스,339 M278m7K이
AJ1106923,경제학전공,20121013,2012,거시경제학,2010,"Mankiw, N. Gregory",시그마프레스,339 M278m7K이
AJ1105242,경제학전공,20120921,2011,거시경제학,2010,"Mankiw, N. Gregory",시그마프레스,339 M278m7K이
AJ1104237,경제학전공,20131212,2009,거시경제학,2007,"Mankiw, N. Gregory",시그마프레스,339 M278m6K이
AJ1102156,경제학전공,20130416,2008,거시경제학,2007,"Mankiw, N. Gregory",시그마프레스,339 M278m6K이
AJ1103078,정치외교학전공,20120607,2009,거시경제학,2007,"Mankiw, N. Gregory",시그마프레스,339 M278m6K이
AJ1102887,경제학전공,20111115,2009,거시경제학,2007,"Mankiw, N. Gregory",시그마프레스,339 M278m6K이
AJ1100551,경제학전공,20110926,2006,거시경제학,2007,"Mankiw, N. Gregory",시그마프레스,339 M278m6K이
AJ1107762,경제학전공,20131014,2012,거시경제학 -,2005,"Mankiw, N. Gregory",시그마프레스,339 M278m5K이
